Id_220,Id_107,ProcessorId_220,CatalogItemId_220,ProcessorId_107,CatalogItemId_107,conflict_type
3028,534,2,534,2,534,BUSINESS_DUPLICATE_DIFFERENT_ID
3029,533,2,533,2,533,BUSINESS_DUPLICATE_DIFFERENT_ID
3031,535,2,535,2,535,BUSINESS_DUPLICATE_DIFFERENT_ID
3032,536,2,536,2,536,BUSINESS_DUPLICATE_DIFFERENT_ID
3033,537,2,537,2,537,BUSINESS_DUPLICATE_DIFFERENT_ID
3034,538,2,538,2,538,BUSINESS_DUPLICATE_DIFFERENT_ID
3035,532,1,532,1,532,BUSINESS_DUPLICATE_DIFFERENT_ID
3036,531,1,531,1,531,BUSINESS_DUPLICATE_DIFFERENT_ID
3037,530,1,530,1,530,BUSINESS_DUPLICATE_DIFFERENT_ID
3038,1179,1,1179,1,1179,BUSINESS_DUPLICATE_DIFFERENT_ID
3039,446,11,446,11,446,BUSINESS_DUPLICATE_DIFFERENT_ID
3040,445,11,445,11,445,BUSINESS_DUPLICATE_DIFFERENT_ID
3041,1757,54,1390,54,1390,BUSINESS_DUPLICATE_DIFFERENT_ID
3042,1823,20,1391,20,1391,BUSINESS_DUPLICATE_DIFFERENT_ID
3043,470,11,470,11,470,BUSINESS_DUPLICATE_DIFFERENT_ID
3044,471,11,471,11,471,BUSINESS_DUPLICATE_DIFFERENT_ID
3081,539,2,539,2,539,BUSINESS_DUPLICATE_DIFFERENT_ID
3082,229,38,229,38,229,BUSINESS_DUPLICATE_DIFFERENT_ID
3083,181,39,181,39,181,BUSINESS_DUPLICATE_DIFFERENT_ID
3084,209,38,209,38,209,BUSINESS_DUPLICATE_DIFFERENT_ID
3085,2987,65,2441,65,2441,BUSINESS_DUPLICATE_DIFFERENT_ID
3086,202,38,202,38,202,BUSINESS_DUPLICATE_DIFFERENT_ID
3098,1142,9,1142,9,1142,BUSINESS_DUPLICATE_DIFFERENT_ID
3105,1154,9,1154,9,1154,BUSINESS_DUPLICATE_DIFFERENT_ID
3106,1160,9,1160,9,1160,BUSINESS_DUPLICATE_DIFFERENT_ID
3112,1178,9,1178,9,1178,BUSINESS_DUPLICATE_DIFFERENT_ID
3114,1673,9,1432,9,1432,BUSINESS_DUPLICATE_DIFFERENT_ID
3115,1646,9,1425,9,1425,BUSINESS_DUPLICATE_DIFFERENT_ID
3120,2255,9,1817,9,1817,BUSINESS_DUPLICATE_DIFFERENT_ID
3121,2261,9,1823,9,1823,BUSINESS_DUPLICATE_DIFFERENT_ID
3122,2258,9,1820,9,1820,BUSINESS_DUPLICATE_DIFFERENT_ID
3132,1643,9,1424,9,1424,BUSINESS_DUPLICATE_DIFFERENT_ID
3133,1460,9,1378,9,1378,BUSINESS_DUPLICATE_DIFFERENT_ID
3134,1457,9,1377,9,1377,BUSINESS_DUPLICATE_DIFFERENT_ID
3136,1424,9,1366,9,1366,BUSINESS_DUPLICATE_DIFFERENT_ID
3137,2679,9,2190,9,2190,BUSINESS_DUPLICATE_DIFFERENT_ID
3138,1164,9,1164,9,1164,BUSINESS_DUPLICATE_DIFFERENT_ID
3139,2676,9,2187,9,2187,BUSINESS_DUPLICATE_DIFFERENT_ID
3141,1685,9,1436,9,1436,BUSINESS_DUPLICATE_DIFFERENT_ID
3142,1679,9,1434,9,1434,BUSINESS_DUPLICATE_DIFFERENT_ID
3143,1670,9,1431,9,1431,BUSINESS_DUPLICATE_DIFFERENT_ID
3144,1664,9,1429,9,1429,BUSINESS_DUPLICATE_DIFFERENT_ID
3145,1649,9,1426,9,1426,BUSINESS_DUPLICATE_DIFFERENT_ID
3146,1628,9,1419,9,1419,BUSINESS_DUPLICATE_DIFFERENT_ID
3147,1661,9,1428,9,1428,BUSINESS_DUPLICATE_DIFFERENT_ID
3148,1451,9,1375,9,1375,BUSINESS_DUPLICATE_DIFFERENT_ID
3149,1676,66,1433,66,1433,BUSINESS_DUPLICATE_DIFFERENT_ID
3150,1466,48,1380,48,1380,BUSINESS_DUPLICATE_DIFFERENT_ID
3151,1769,60,1530,60,1530,BUSINESS_DUPLICATE_DIFFERENT_ID
3152,1763,48,1532,48,1532,BUSINESS_DUPLICATE_DIFFERENT_ID
3153,1760,18,1533,18,1533,BUSINESS_DUPLICATE_DIFFERENT_ID
3155,2919,26,2391,26,2391,BUSINESS_DUPLICATE_DIFFERENT_ID
3156,114,35,114,35,114,BUSINESS_DUPLICATE_DIFFERENT_ID
3157,2738,61,2231,61,2231,BUSINESS_DUPLICATE_DIFFERENT_ID
3158,96,24,96,24,96,BUSINESS_DUPLICATE_DIFFERENT_ID
3159,95,24,95,24,95,BUSINESS_DUPLICATE_DIFFERENT_ID
3160,94,18,94,18,94,BUSINESS_DUPLICATE_DIFFERENT_ID
3161,86,48,86,48,86,BUSINESS_DUPLICATE_DIFFERENT_ID
3162,82,60,82,60,82,BUSINESS_DUPLICATE_DIFFERENT_ID
3163,2922,18,2388,18,2388,BUSINESS_DUPLICATE_DIFFERENT_ID
3164,115,35,115,35,115,BUSINESS_DUPLICATE_DIFFERENT_ID
3165,38,59,38,59,38,BUSINESS_DUPLICATE_DIFFERENT_ID
3166,37,59,37,59,37,BUSINESS_DUPLICATE_DIFFERENT_ID
3167,36,59,36,59,36,BUSINESS_DUPLICATE_DIFFERENT_ID
3168,35,59,35,59,35,BUSINESS_DUPLICATE_DIFFERENT_ID
3169,34,59,34,59,34,BUSINESS_DUPLICATE_DIFFERENT_ID
3171,32,18,32,18,32,BUSINESS_DUPLICATE_DIFFERENT_ID
3172,123,62,123,62,123,BUSINESS_DUPLICATE_DIFFERENT_ID
3173,2410,18,1957,18,1957,BUSINESS_DUPLICATE_DIFFERENT_ID
3175,2571,60,2079,60,2079,BUSINESS_DUPLICATE_DIFFERENT_ID
3176,2426,35,1975,35,1975,BUSINESS_DUPLICATE_DIFFERENT_ID
3177,128,60,128,60,128,BUSINESS_DUPLICATE_DIFFERENT_ID
3178,127,62,127,62,127,BUSINESS_DUPLICATE_DIFFERENT_ID
3179,126,59,126,59,126,BUSINESS_DUPLICATE_DIFFERENT_ID
3181,124,62,124,62,124,BUSINESS_DUPLICATE_DIFFERENT_ID
3183,122,62,122,62,122,BUSINESS_DUPLICATE_DIFFERENT_ID
3184,121,59,121,59,121,BUSINESS_DUPLICATE_DIFFERENT_ID
3185,120,62,120,62,120,BUSINESS_DUPLICATE_DIFFERENT_ID
3186,119,22,119,22,119,BUSINESS_DUPLICATE_DIFFERENT_ID
3187,118,35,118,35,118,BUSINESS_DUPLICATE_DIFFERENT_ID
3188,117,35,117,35,117,BUSINESS_DUPLICATE_DIFFERENT_ID
3189,116,35,116,35,116,BUSINESS_DUPLICATE_DIFFERENT_ID
3190,17,62,17,62,17,BUSINESS_DUPLICATE_DIFFERENT_ID
3191,203,38,203,38,203,BUSINESS_DUPLICATE_DIFFERENT_ID
3192,204,38,204,38,204,BUSINESS_DUPLICATE_DIFFERENT_ID
3194,205,38,205,38,205,BUSINESS_DUPLICATE_DIFFERENT_ID
3195,206,38,206,38,206,BUSINESS_DUPLICATE_DIFFERENT_ID
3197,517,59,517,59,517,BUSINESS_DUPLICATE_DIFFERENT_ID
3198,207,38,207,38,207,BUSINESS_DUPLICATE_DIFFERENT_ID
3199,208,38,208,38,208,BUSINESS_DUPLICATE_DIFFERENT_ID
3200,231,38,231,38,231,BUSINESS_DUPLICATE_DIFFERENT_ID
3201,519,25,519,25,519,BUSINESS_DUPLICATE_DIFFERENT_ID
3202,210,38,210,38,210,BUSINESS_DUPLICATE_DIFFERENT_ID
3203,211,38,211,38,211,BUSINESS_DUPLICATE_DIFFERENT_ID
3204,212,38,212,38,212,BUSINESS_DUPLICATE_DIFFERENT_ID
3205,164,38,164,38,164,BUSINESS_DUPLICATE_DIFFERENT_ID
3206,520,59,520,59,520,BUSINESS_DUPLICATE_DIFFERENT_ID
3207,214,38,214,38,214,BUSINESS_DUPLICATE_DIFFERENT_ID
3208,129,46,129,46,129,BUSINESS_DUPLICATE_DIFFERENT_ID
3209,215,38,215,38,215,BUSINESS_DUPLICATE_DIFFERENT_ID
3210,342,41,342,41,342,BUSINESS_DUPLICATE_DIFFERENT_ID
3211,523,18,523,18,523,BUSINESS_DUPLICATE_DIFFERENT_ID
3212,334,41,334,41,334,BUSINESS_DUPLICATE_DIFFERENT_ID
3213,335,41,335,41,335,BUSINESS_DUPLICATE_DIFFERENT_ID
3214,2288,59,1847,59,1847,BUSINESS_DUPLICATE_DIFFERENT_ID
3215,9,62,9,62,9,BUSINESS_DUPLICATE_DIFFERENT_ID
3217,10,62,10,62,10,BUSINESS_DUPLICATE_DIFFERENT_ID
3219,11,62,11,62,11,BUSINESS_DUPLICATE_DIFFERENT_ID
3221,336,41,336,41,336,BUSINESS_DUPLICATE_DIFFERENT_ID
3223,454,43,454,43,454,BUSINESS_DUPLICATE_DIFFERENT_ID
3224,521,18,521,18,521,BUSINESS_DUPLICATE_DIFFERENT_ID
3228,337,41,337,41,337,BUSINESS_DUPLICATE_DIFFERENT_ID
3229,15,18,15,18,15,BUSINESS_DUPLICATE_DIFFERENT_ID
3233,213,38,213,38,213,BUSINESS_DUPLICATE_DIFFERENT_ID
3235,338,41,338,41,338,BUSINESS_DUPLICATE_DIFFERENT_ID
3238,339,41,339,41,339,BUSINESS_DUPLICATE_DIFFERENT_ID
3240,18,62,18,62,18,BUSINESS_DUPLICATE_DIFFERENT_ID
3241,340,41,340,41,340,BUSINESS_DUPLICATE_DIFFERENT_ID
3242,16,62,16,62,16,BUSINESS_DUPLICATE_DIFFERENT_ID
3243,311,41,311,41,311,BUSINESS_DUPLICATE_DIFFERENT_ID
3244,30,18,30,18,30,BUSINESS_DUPLICATE_DIFFERENT_ID
3245,310,41,310,41,310,BUSINESS_DUPLICATE_DIFFERENT_ID
3246,341,41,341,41,341,BUSINESS_DUPLICATE_DIFFERENT_ID
3248,333,41,333,41,333,BUSINESS_DUPLICATE_DIFFERENT_ID
3249,20,62,20,62,20,BUSINESS_DUPLICATE_DIFFERENT_ID
3250,343,41,343,41,343,BUSINESS_DUPLICATE_DIFFERENT_ID
3251,344,41,344,41,344,BUSINESS_DUPLICATE_DIFFERENT_ID
3252,309,41,309,41,309,BUSINESS_DUPLICATE_DIFFERENT_ID
3253,21,62,21,62,21,BUSINESS_DUPLICATE_DIFFERENT_ID
3254,22,62,22,62,22,BUSINESS_DUPLICATE_DIFFERENT_ID
3256,29,26,29,26,29,BUSINESS_DUPLICATE_DIFFERENT_ID
3257,28,18,28,18,28,BUSINESS_DUPLICATE_DIFFERENT_ID
3258,23,62,23,62,23,BUSINESS_DUPLICATE_DIFFERENT_ID
3264,2649,28,2148,28,2148,BUSINESS_DUPLICATE_DIFFERENT_ID
3265,456,11,456,11,456,BUSINESS_DUPLICATE_DIFFERENT_ID
3266,447,11,447,11,447,BUSINESS_DUPLICATE_DIFFERENT_ID
3268,448,11,448,11,448,BUSINESS_DUPLICATE_DIFFERENT_ID
3270,449,11,449,11,449,BUSINESS_DUPLICATE_DIFFERENT_ID
3271,451,11,451,11,451,BUSINESS_DUPLICATE_DIFFERENT_ID
3273,452,11,452,11,452,BUSINESS_DUPLICATE_DIFFERENT_ID
3274,453,11,453,11,453,BUSINESS_DUPLICATE_DIFFERENT_ID
3276,455,11,455,11,455,BUSINESS_DUPLICATE_DIFFERENT_ID
3277,457,11,457,11,457,BUSINESS_DUPLICATE_DIFFERENT_ID
3278,458,11,458,11,458,BUSINESS_DUPLICATE_DIFFERENT_ID
3279,19,62,19,62,19,BUSINESS_DUPLICATE_DIFFERENT_ID
3281,459,11,459,11,459,BUSINESS_DUPLICATE_DIFFERENT_ID
3282,460,11,460,11,460,BUSINESS_DUPLICATE_DIFFERENT_ID
3284,469,11,469,11,469,BUSINESS_DUPLICATE_DIFFERENT_ID
3285,468,11,468,11,468,BUSINESS_DUPLICATE_DIFFERENT_ID
3286,31,26,31,26,31,BUSINESS_DUPLICATE_DIFFERENT_ID
3288,467,11,467,11,467,BUSINESS_DUPLICATE_DIFFERENT_ID
3289,466,11,466,11,466,BUSINESS_DUPLICATE_DIFFERENT_ID
3291,465,11,465,11,465,BUSINESS_DUPLICATE_DIFFERENT_ID
3292,27,60,27,60,27,BUSINESS_DUPLICATE_DIFFERENT_ID
3293,464,11,464,11,464,BUSINESS_DUPLICATE_DIFFERENT_ID
3295,463,11,463,11,463,BUSINESS_DUPLICATE_DIFFERENT_ID
3296,462,11,462,11,462,BUSINESS_DUPLICATE_DIFFERENT_ID
3297,25,24,25,24,25,BUSINESS_DUPLICATE_DIFFERENT_ID
3300,26,25,26,25,26,BUSINESS_DUPLICATE_DIFFERENT_ID
3301,60,11,60,11,60,BUSINESS_DUPLICATE_DIFFERENT_ID
3306,308,41,308,41,308,BUSINESS_DUPLICATE_DIFFERENT_ID
3307,345,41,345,41,345,BUSINESS_DUPLICATE_DIFFERENT_ID
3308,346,41,346,41,346,BUSINESS_DUPLICATE_DIFFERENT_ID
3309,307,41,307,41,307,BUSINESS_DUPLICATE_DIFFERENT_ID
3310,347,41,347,41,347,BUSINESS_DUPLICATE_DIFFERENT_ID
3311,348,41,348,41,348,BUSINESS_DUPLICATE_DIFFERENT_ID
3312,349,41,349,41,349,BUSINESS_DUPLICATE_DIFFERENT_ID
3313,316,41,316,41,316,BUSINESS_DUPLICATE_DIFFERENT_ID
3315,321,41,321,41,321,BUSINESS_DUPLICATE_DIFFERENT_ID
3316,320,41,320,41,320,BUSINESS_DUPLICATE_DIFFERENT_ID
3317,319,41,319,41,319,BUSINESS_DUPLICATE_DIFFERENT_ID
3318,322,41,322,41,322,BUSINESS_DUPLICATE_DIFFERENT_ID
3319,318,41,318,41,318,BUSINESS_DUPLICATE_DIFFERENT_ID
3320,323,41,323,41,323,BUSINESS_DUPLICATE_DIFFERENT_ID
3321,2910,17,2382,17,2382,BUSINESS_DUPLICATE_DIFFERENT_ID
3323,325,41,325,41,325,BUSINESS_DUPLICATE_DIFFERENT_ID
3324,1330,17,1330,17,1330,BUSINESS_DUPLICATE_DIFFERENT_ID
3325,326,41,326,41,326,BUSINESS_DUPLICATE_DIFFERENT_ID
3326,317,41,317,41,317,BUSINESS_DUPLICATE_DIFFERENT_ID
3327,306,41,306,41,306,BUSINESS_DUPLICATE_DIFFERENT_ID
3328,327,41,327,41,327,BUSINESS_DUPLICATE_DIFFERENT_ID
3329,1327,17,1327,17,1327,BUSINESS_DUPLICATE_DIFFERENT_ID
3330,315,41,315,41,315,BUSINESS_DUPLICATE_DIFFERENT_ID
3331,314,41,314,41,314,BUSINESS_DUPLICATE_DIFFERENT_ID
3332,1328,17,1328,17,1328,BUSINESS_DUPLICATE_DIFFERENT_ID
3334,1326,17,1326,17,1326,BUSINESS_DUPLICATE_DIFFERENT_ID
3335,1329,17,1329,17,1329,BUSINESS_DUPLICATE_DIFFERENT_ID
3336,1862,17,1625,17,1625,BUSINESS_DUPLICATE_DIFFERENT_ID
3338,1324,17,1324,17,1324,BUSINESS_DUPLICATE_DIFFERENT_ID
3339,1323,17,1323,17,1323,BUSINESS_DUPLICATE_DIFFERENT_ID
3340,1322,17,1322,17,1322,BUSINESS_DUPLICATE_DIFFERENT_ID
3341,1316,17,1316,17,1316,BUSINESS_DUPLICATE_DIFFERENT_ID
3342,1315,17,1315,17,1315,BUSINESS_DUPLICATE_DIFFERENT_ID
3343,1314,17,1314,17,1314,BUSINESS_DUPLICATE_DIFFERENT_ID
3344,2726,17,2225,17,2225,BUSINESS_DUPLICATE_DIFFERENT_ID
3345,1385,17,1352,17,1352,BUSINESS_DUPLICATE_DIFFERENT_ID
3346,2377,17,1920,17,1920,BUSINESS_DUPLICATE_DIFFERENT_ID
3347,2415,17,1962,17,1962,BUSINESS_DUPLICATE_DIFFERENT_ID
3348,1749,17,1478,17,1478,BUSINESS_DUPLICATE_DIFFERENT_ID
3349,3008,17,2459,17,2459,BUSINESS_DUPLICATE_DIFFERENT_ID
3351,1397,17,1356,17,1356,BUSINESS_DUPLICATE_DIFFERENT_ID
3352,1394,17,1355,17,1355,BUSINESS_DUPLICATE_DIFFERENT_ID
3354,1331,17,1331,17,1331,BUSINESS_DUPLICATE_DIFFERENT_ID
3355,1361,17,1344,17,1344,BUSINESS_DUPLICATE_DIFFERENT_ID
3356,1337,17,1337,17,1337,BUSINESS_DUPLICATE_DIFFERENT_ID
3357,1336,17,1336,17,1336,BUSINESS_DUPLICATE_DIFFERENT_ID
3358,1334,17,1334,17,1334,BUSINESS_DUPLICATE_DIFFERENT_ID
3359,1333,17,1333,17,1333,BUSINESS_DUPLICATE_DIFFERENT_ID
3360,1332,17,1332,17,1332,BUSINESS_DUPLICATE_DIFFERENT_ID
3361,1285,17,1285,17,1285,BUSINESS_DUPLICATE_DIFFERENT_ID
3362,1284,17,1284,17,1284,BUSINESS_DUPLICATE_DIFFERENT_ID
3363,1281,17,1281,17,1281,BUSINESS_DUPLICATE_DIFFERENT_ID
3364,1280,17,1280,17,1280,BUSINESS_DUPLICATE_DIFFERENT_ID
3365,1279,17,1279,17,1279,BUSINESS_DUPLICATE_DIFFERENT_ID
3366,2429,17,1978,17,1978,BUSINESS_DUPLICATE_DIFFERENT_ID
3367,2646,17,2145,17,2145,BUSINESS_DUPLICATE_DIFFERENT_ID
3368,2589,17,2091,17,2091,BUSINESS_DUPLICATE_DIFFERENT_ID
3369,2592,17,2094,17,2094,BUSINESS_DUPLICATE_DIFFERENT_ID
3370,2595,17,2097,17,2097,BUSINESS_DUPLICATE_DIFFERENT_ID
3371,2598,17,2100,17,2100,BUSINESS_DUPLICATE_DIFFERENT_ID
3372,2601,17,2103,17,2103,BUSINESS_DUPLICATE_DIFFERENT_ID
3373,1301,17,1301,17,1301,BUSINESS_DUPLICATE_DIFFERENT_ID
3374,2763,17,2256,17,2256,BUSINESS_DUPLICATE_DIFFERENT_ID
3375,2760,17,2253,17,2253,BUSINESS_DUPLICATE_DIFFERENT_ID
3376,2757,17,2250,17,2250,BUSINESS_DUPLICATE_DIFFERENT_ID
3377,2754,17,2247,17,2247,BUSINESS_DUPLICATE_DIFFERENT_ID
3378,2769,17,2244,17,2244,BUSINESS_DUPLICATE_DIFFERENT_ID
3379,1313,17,1313,17,1313,BUSINESS_DUPLICATE_DIFFERENT_ID
3380,1312,17,1312,17,1312,BUSINESS_DUPLICATE_DIFFERENT_ID
3381,1302,17,1302,17,1302,BUSINESS_DUPLICATE_DIFFERENT_ID
3382,2766,17,2259,17,2259,BUSINESS_DUPLICATE_DIFFERENT_ID
3383,1293,17,1293,17,1293,BUSINESS_DUPLICATE_DIFFERENT_ID
3384,2604,17,2106,17,2106,BUSINESS_DUPLICATE_DIFFERENT_ID
3385,2723,17,2222,17,2222,BUSINESS_DUPLICATE_DIFFERENT_ID
3386,1292,17,1292,17,1292,BUSINESS_DUPLICATE_DIFFERENT_ID
3387,1291,17,1291,17,1291,BUSINESS_DUPLICATE_DIFFERENT_ID
3389,1288,17,1288,17,1288,BUSINESS_DUPLICATE_DIFFERENT_ID
3390,1269,16,1269,16,1269,BUSINESS_DUPLICATE_DIFFERENT_ID
3391,1268,16,1268,16,1268,BUSINESS_DUPLICATE_DIFFERENT_ID
3393,1263,16,1263,16,1263,BUSINESS_DUPLICATE_DIFFERENT_ID
3394,1264,16,1264,16,1264,BUSINESS_DUPLICATE_DIFFERENT_ID
3395,1265,16,1265,16,1265,BUSINESS_DUPLICATE_DIFFERENT_ID
3396,1916,16,1679,16,1679,BUSINESS_DUPLICATE_DIFFERENT_ID
3397,1272,16,1272,16,1272,BUSINESS_DUPLICATE_DIFFERENT_ID
3398,1274,16,1274,16,1274,BUSINESS_DUPLICATE_DIFFERENT_ID
3399,1275,16,1275,16,1275,BUSINESS_DUPLICATE_DIFFERENT_ID
3400,1277,16,1277,16,1277,BUSINESS_DUPLICATE_DIFFERENT_ID
